og_0076	EamaE4668	TRUE
og_0157	EamaE4668	TRUE
og_0632	EamaE4668	FALSE
og_10504	EamaE4668	FALSE
og_10505	EamaE4668	FALSE
og_10553	EamaE4668	FALSE
og_10573	EamaE4668	TRUE
og_1092	EamaE4668	TRUE
og_1881	EamaE4668	TRUE
og_27516	EamaE4668	FALSE
og_3338	EamaE4668	TRUE
og_3726	EamaE4668	TRUE
og_3865	EamaE4668	TRUE
og_4786	EamaE4668	FALSE
og_7168	EamaE4668	FALSE
og_7178	EamaE4668	FALSE
og_7625	EamaE4668	FALSE
og_8511	EamaE4668	TRUE
og_0076	EamaE57	TRUE
og_0157	EamaE57	TRUE
og_0632	EamaE57	FALSE
og_10504	EamaE57	FALSE
og_10505	EamaE57	TRUE
og_10553	EamaE57	FALSE
og_10573	EamaE57	TRUE
og_1092	EamaE57	TRUE
og_1881	EamaE57	TRUE
og_27516	EamaE57	FALSE
og_3338	EamaE57	TRUE
og_3726	EamaE57	TRUE
og_3865	EamaE57	TRUE
og_4786	EamaE57	FALSE
og_7168	EamaE57	FALSE
og_7178	EamaE57	FALSE
og_7625	EamaE57	FALSE
og_8511	EamaE57	TRUE
og_0076	Ebac200745	TRUE
og_0157	Ebac200745	TRUE
og_0632	Ebac200745	FALSE
og_10504	Ebac200745	FALSE
og_10505	Ebac200745	TRUE
og_10553	Ebac200745	FALSE
og_10573	Ebac200745	TRUE
og_1092	Ebac200745	TRUE
og_1881	Ebac200745	TRUE
og_27516	Ebac200745	FALSE
og_3338	Ebac200745	TRUE
og_3726	Ebac200745	TRUE
og_3865	Ebac200745	TRUE
og_4786	Ebac200745	FALSE
og_7168	Ebac200745	FALSE
og_7178	Ebac200745	FALSE
og_7625	Ebac200745	FALSE
og_8511	Ebac200745	TRUE
og_0076	EbraE4804	TRUE
og_0157	EbraE4804	FALSE
og_0632	EbraE4804	TRUE
og_10504	EbraE4804	FALSE
og_10505	EbraE4804	TRUE
og_10553	EbraE4804	FALSE
og_10573	EbraE4804	FALSE
og_1092	EbraE4804	FALSE
og_1881	EbraE4804	TRUE
og_27516	EbraE4804	FALSE
og_3338	EbraE4804	FALSE
og_3726	EbraE4804	TRUE
og_3865	EbraE4804	TRUE
og_4786	EbraE4804	FALSE
og_7168	EbraE4804	FALSE
og_7178	EbraE4804	FALSE
og_7625	EbraE4804	FALSE
og_8511	EbraE4804	TRUE
og_0076	EbroAL0426	TRUE
og_0157	EbroAL0426	FALSE
og_0632	EbroAL0426	FALSE
og_10504	EbroAL0426	TRUE
og_10505	EbroAL0426	TRUE
og_10553	EbroAL0426	TRUE
og_10573	EbroAL0426	FALSE
og_1092	EbroAL0426	FALSE
og_1881	EbroAL0426	TRUE
og_27516	EbroAL0426	FALSE
og_3338	EbroAL0426	FALSE
og_3726	EbroAL0426	TRUE
og_3865	EbroAL0426	TRUE
og_4786	EbroAL0426	FALSE
og_7168	EbroAL0426	FALSE
og_7178	EbroAL0426	FALSE
og_7625	EbroAL0426	FALSE
og_8511	EbroAL0426	TRUE
og_0076	EbroAL0434	TRUE
og_0157	EbroAL0434	FALSE
og_0632	EbroAL0434	FALSE
og_10504	EbroAL0434	TRUE
og_10505	EbroAL0434	TRUE
og_10553	EbroAL0434	FALSE
og_10573	EbroAL0434	FALSE
og_1092	EbroAL0434	FALSE
og_1881	EbroAL0434	TRUE
og_27516	EbroAL0434	FALSE
og_3338	EbroAL0434	FALSE
og_3726	EbroAL0434	TRUE
